    #, H, K, L,  Seconds,  Monitor, Detector,     dead,       i1,       i2,       i3,       i4,   normlz,    Foils,     TEMP,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,  keith_I,  keith_V,    CTEMP,    Timer,  tempsec,     pd17,     pd18, agi34410,  agidaq1,  agidaq2,  agidaq3,  agidaq4,   CTEMPB
    0, 0.0000000, 0.0000000, 0.3999997,   4.5200,  2.88383,        0,        0,  0.00486,        0,        0,        0, 6331.1638,        0,        0,        0,       58,     9513,     8440,    18258,    15967,        0,    49960,      828,      802,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    1, 0.0000000, 0.0000001, 0.4049995,   5.0000,  3.19734,        0,        0,  0.00534,        0,        0,        0, 6368.4187,        0,        0,        0,       49,    10672,     9113,    20362,    17372,        0,    55117,      933,      795,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    2, 0.0000000, 0.0000001, 0.4100006,   5.0000,  3.19309,        0,        0,  0.00532,        0,        0,        0, 6413.8499,        0,        0,        0,       45,    10852,     9250,    20480,    17386,        0,    55247,      945,      827,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    3, 0.0000000, 0.0000000, 0.4150001,   5.0000,  3.19695,        0,        0,  0.00536,        0,        0,        0, 6352.9301,        0,        0,        0,       48,    10724,     9369,    20310,    17491,        0,    55552,     1006,      886,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    4, 0.0000000, 0.0000001, 0.4199995,   5.0000,  3.19456,        0,        0,  0.00533,        0,        0,        0, 6286.9378,        0,        0,        1,       39,    10792,     9192,    20084,    16985,        1,    54678,      931,      805,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    5, 0.0000000, 0.0000001, 0.4250002,   5.0000,   3.1948,        0,        0,  0.00535,        0,        0,        0, 6377.551,        0,        0,        0,       52,    11098,     9342,    20375,    17166,        0,    56176,      990,      835,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    6, 0.0000000, 0.0000000, 0.4299993,   5.0000,  3.19793,        0,        0,  0.00534,        0,        0,        0, 6304.7034,        0,        0,        0,       42,    11120,     9360,    20162,    16961,        0,    56169,     1008,      863,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    7, 0.0000000, 0.0000000, 0.4349997,   5.0000,  3.19362,        0,        0,  0.00542,        0,        0,        0, 6197.6691,        0,        0,        0,       41,    10911,     9296,    19793,    16707,        0,    55960,      937,      814,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    8, 0.0000000, 0.0000000, 0.4400000,   5.0000,  3.19371,        0,        0,  0.00539,        0,        0,        0, 6126.1041,        0,        0,        1,       49,    10800,     9112,    19565,    16199,        1,    55651,      992,      809,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    9, 0.0000000, 0.0000000, 0.4450001,   5.0000,  3.19366,        0,        0,  0.00536,        0,        0,        0, 6122.1295,        0,        0,        0,       54,    10994,     9020,    19552,    15918,        0,    55783,      954,      809,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   10, 0.0000000, 0.0000000, 0.4500001,   5.0000,  3.19384,        0,        0,  0.00539,        0,        0,        0, 5897.2898,        0,        0,        0,       41,    10520,     8971,    18835,    15678,        0,    54840,      933,      831,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   11, 0.0000000, 0.0000000, 0.4550000,   5.0000,  3.19694,        0,        0,  0.00533,        0,        0,        0, 5945.9984,        0,        0,        0,       56,    10625,     8700,    19009,    15164,        0,    53943,      990,      852,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   12, 0.0000000, 0.0000000, 0.4599997,   5.0000,   3.1943,        0,        0,  0.00538,        0,        0,        0, 5862.9434,        0,        0,        0,       43,    10486,     8552,    18728,    14901,        0,    53153,      973,      893,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   13, 0.0000000, 0.0000001, 0.4650007,   5.0000,  3.19358,        0,        0,  0.00535,        0,        0,        0, 5829.1948,        0,        0,        0,       50,    10325,     8015,    18616,    14512,        0,    51043,      985,      747,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   14, 0.0000000, 0.0000001, 0.4700001,   5.0000,  3.19558,        0,        0,  0.00535,        0,        0,        0, 5612.7526,        0,        0,        0,       36,     9726,     7736,    17936,    14371,        0,    48446,      911,      726,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   15, 0.0000000, 0.0000001, 0.4749993,   5.0000,   3.1956,        0,        0,  0.00532,        0,        0,        0, 5684.3785,        0,        0,        1,       45,     9771,     7568,    18165,    14174,        1,    45736,      887,      715,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   16, 0.0000000, 0.0000000, 0.4799999,   5.0000,  3.21335,        0,        0,  0.00539,        0,        0,        0, 5586.3818,        0,        0,        1,       38,     9421,     7138,    17951,    13823,        1,    42471,      832,      664,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   17, 0.0000000, 0.0000001, 0.4850003,   5.0000,  3.20849,        0,        0,  0.00536,        0,        0,        0, 5665.9051,        0,        0,        0,       36,     9253,     6501,    18179,    13367,        0,    39919,      816,      599,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   18, 0.0000000, 0.0000000, 0.4900006,   5.0000,  3.20187,        0,        0,  0.00535,        0,        0,        0, 5433.075,        0,        0,        1,       38,     8650,     6189,    17396,    12972,        1,    36247,      721,      516,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   19, 0.0000000, 0.0000001, 0.4950006,   5.0000,  3.19893,        0,        0,  0.00537,        0,        0,        0, 5294.5829,        0,        0,        0,       28,     8192,     5918,    16937,    12728,        0,    33893,      672,      476,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   20, 0.0000000, 0.0000000, 0.5000006,   5.0000,  3.20239,        0,        0,  0.00536,        0,        0,        0, 5266.3792,        0,        0,        0,       27,     8048,     5432,    16865,    12235,        0,    31654,      623,      436,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   21, 0.0000000, 0.0000001, 0.5050003,   5.0000,  3.20383,        0,        0,   0.0054,        0,        0,        0, 5240.6027,        0,        0,        0,       28,     7752,     5345,    16790,    11980,        0,    30289,      613,      416,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   22, 0.0000000, 0.0000000, 0.5099999,   5.0000,  3.20397,        0,        0,   0.0054,        0,        0,        0, 5203.2322,        0,        0,        0,       23,     7604,     5211,    16671,    11690,        0,    29188,      563,      426,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   23, 0.0000000, 0.0000001, 0.5149994,   5.0000,    3.205,        0,        0,  0.00539,        0,        0,        0, 5023.0889,        0,        0,        0,       20,     7459,     4990,    16099,    11347,        0,    28378,      576,      405,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   24, 0.0000000, 0.0000001, 0.5200001,   5.0000,  3.20323,        0,        0,  0.00539,        0,        0,        0, 5062.3901,        0,        0,        0,       33,     7496,     4946,    16216,    10930,        0,    28362,      600,      435,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   25, 0.0000000, 0.0000001, 0.5250007,   5.0000,  3.20115,        0,        0,  0.00536,        0,        0,        0, 4908.5485,        0,        0,        0,       33,     7439,     4725,    15713,    10627,        0,    27917,      622,      414,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   26, 0.0000000, 0.0000000, 0.5299996,   5.0000,   3.2034,        0,        0,  0.00536,        0,        0,        0, 4862.9581,        0,        0,        0,       24,     7414,     4643,    15578,    10273,        0,    27947,      584,      394,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   27, 0.0000000, 0.0000000, 0.5349999,   5.0000,  3.20166,        0,        0,  0.00538,        0,        0,        0, 4908.7036,        0,        0,        0,       31,     7448,     4654,    15716,    10128,        0,    28476,      632,      412,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   28, 0.0000000, 0.0000000, 0.5399999,   5.0000,  3.20356,        0,        0,  0.00536,        0,        0,        0, 4839.9281,        0,        0,        0,       27,     7551,     4737,    15505,    10071,        0,    29192,      644,      455,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   29, 0.0000000, 0.0000000, 0.5449998,   5.0000,  3.19785,        0,        0,  0.00535,        0,        0,        0, 4858.8896,        0,        0,        0,       30,     7571,     4746,    15538,     9897,        0,    29285,      664,      419,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   30, 0.0000000, 0.0000000, 0.5499995,   5.0000,  3.19973,        0,        0,  0.00539,        0,        0,        0, 4907.2891,        0,        0,        0,       33,     7899,     4805,    15702,     9767,        0,    29952,      682,      420,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   31, 0.0000000, 0.0000001, 0.5550005,   5.0000,  3.20099,        0,        0,  0.00535,        0,        0,        0, 4955.9667,        0,        0,        0,       39,     8130,     4841,    15864,     9751,        0,    30200,      740,      428,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   32, 0.0000000, 0.0000001, 0.5599998,   5.0000,  3.19718,        0,        0,  0.00539,        0,        0,        0, 4972.507,        0,        0,        0,       42,     8161,     4990,    15898,     9901,        0,    31158,      720,      445,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   33, 0.0000000, 0.0000000, 0.5650005,   5.0000,  3.19986,        0,        0,  0.00538,        0,        0,        0, 5029.2825,        0,        0,        0,       36,     8345,     5032,    16093,     9758,        0,    31281,      725,      446,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   34, 0.0000000, 0.0000000, 0.5699994,   5.0000,  3.19837,        0,        0,  0.00538,        0,        0,        0, 5081.9636,        0,        0,        0,       41,     8458,     5062,    16254,     9898,        0,    31821,      717,      451,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   35, 0.0000000, 0.0000001, 0.5749997,   5.0000,  3.19508,        0,        0,  0.00542,        0,        0,        0, 5226.1602,        0,        0,        1,       34,     8656,     5098,    16698,     9951,        1,    32222,      781,      484,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   36, 0.0000000, 0.0000000, 0.5799998,   5.0000,  3.20362,        0,        0,   0.0054,        0,        0,        0, 5188.8177,        0,        0,        0,       25,     8600,     5254,    16623,     9924,        0,    32402,      762,      486,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   37, 0.0000000, 0.0000001, 0.5849997,   5.0000,  3.19663,        0,        0,  0.00539,        0,        0,        0, 5332.8036,        0,        0,        2,       40,     8905,     5308,    17047,    10222,        2,    32986,      803,      475,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   38, 0.0000000, 0.0000000, 0.5899993,   5.0000,  3.20062,        0,        0,  0.00535,        0,        0,        0, 5419.575,        0,        0,        1,       47,     9040,     5492,    17346,    10480,        1,    33230,      777,      521,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   39, 0.0000000, 0.0000000, 0.5950003,   5.0000,  3.20073,        0,        0,  0.00535,        0,        0,        0, 5528.4263,        0,        0,        0,       42,     9175,     5480,    17695,    10527,        0,    33882,      791,      491,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   40, 0.0000000, 0.0000001, 0.5999996,   4.5200,  2.89009,        0,        0,   0.0049,        0,        0,        0, 5581.1411,        0,        0,        0,       34,     8503,     4983,    16130,     9560,        0,    31329,      757,      430,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   41, 0.0000000, 0.0000001, 0.6050002,   4.4800,  2.86199,        0,        0,   0.0048,        0,        0,        0, 5804.3529,        0,        0,        1,       42,     8687,     5078,    16612,     9734,        1,    31210,      816,      458,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   42, 0.0000000, 0.0000001, 0.6100006,   4.4300,  2.82748,        0,        0,  0.00474,        0,        0,        0, 5820.3772,        0,        0,        0,       44,     8569,     5055,    16457,     9595,        0,    31267,      784,      474,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   43, 0.0000000, 0.0000000, 0.6149993,   4.3800,  2.79523,        0,        0,  0.00474,        0,        0,        0, 5864.2759,        0,        0,        1,       29,     8440,     4995,    16392,     9588,        1,    30727,      742,      456,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   44, 0.0000000, 0.0000000, 0.6199993,   4.3200,  2.75584,        0,        0,  0.00465,        0,        0,        0, 5932.1296,        0,        0,        0,       44,     8508,     4967,    16348,     9453,        0,    30706,      750,      459,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   45, 0.0000000, 0.0000001, 0.6250006,   4.2700,  2.72493,        0,        0,  0.00455,        0,        0,        0, 6035.0174,        0,        0,        2,       29,     8564,     4923,    16445,     9475,        2,    30808,      769,      424,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   46, 0.0000000, 0.0000001, 0.6300002,   4.2100,  2.68207,        0,        0,  0.00446,        0,        0,        0, 6222.8055,        0,        0,        1,       32,     8673,     4910,    16690,     9431,        1,    31007,      822,      427,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   47, 0.0000000, 0.0000001, 0.6349995,   4.1500,  2.64374,        0,        0,  0.00448,        0,        0,        0, 6070.5667,        0,        0,        1,       21,     8332,     4850,    16049,     9319,        1,    29985,      743,      406,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   48, 0.0000000, 0.0000000, 0.6400002,   4.0900,  2.60518,        0,        0,  0.00436,        0,        0,        0, 6431.0336,        0,        0,        2,       41,     8709,     4867,    16754,     9448,        2,    30670,      776,      443,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   49, 0.0000000, 0.0000001, 0.6450006,   4.0300,  2.56729,        0,        0,  0.00428,        0,        0,        0, 6443.3702,        0,        0,        0,       37,     8574,     4701,    16542,     9186,        0,    30231,      784,      430,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   50, 0.0000000, 0.0000001, 0.6499993,   3.9700,  2.52606,        0,        0,  0.00423,        0,        0,        0, 6503.4085,        0,        0,        1,       33,     8596,     4801,    16428,     9257,        1,    30166,      760,      462,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   51, 0.0000000, 0.0000000, 0.6549994,   3.9100,  2.48796,        0,        0,  0.00416,        0,        0,        0, 6723.9827,        0,        0,        2,       41,     8731,     4776,    16729,     9160,        2,    30361,      835,      435,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   52, 0.0000000, 0.0000000, 0.6600006,   3.8400,  2.43916,        0,        0,  0.00406,        0,        0,        0, 6754.3745,        0,        0,        1,       39,     8651,     4761,    16475,     9139,        1,    29916,      784,      448,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   53, 0.0000000, 0.0000001, 0.6650002,   3.7700,  2.39444,        0,        0,  0.00404,        0,        0,        0, 8684.2853,        0,        0,        1,       46,    12885,     4640,    20794,     8962,        1,    34102,      754,      425,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   54, 0.0000000, 0.0000000, 0.6699996,   3.7000,  2.35076,        0,        0,  0.00393,        0,        0,        0, 6880.7535,        0,        0,        0,       31,     8412,     4748,    16175,     9000,        0,    29279,      738,      443,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   55, 0.0000000, 0.0000000, 0.6750002,   3.6300,  2.30614,        0,        0,  0.00388,        0,        0,        0, 7144.8394,        0,        0,        2,       42,     8554,     4548,    16477,     8721,        2,    29287,      788,      402,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   56, 0.0000000, 0.0000000, 0.6800006,   3.5600,   2.2566,        0,        0,  0.00382,        0,        0,        0, 7160.3297,        0,        0,        1,       40,     8290,     4609,    16158,     8809,        1,    28890,      702,      426,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   57, 0.0000000, 0.0000001, 0.6849993,   3.4900,  2.20962,        0,        0,  0.00377,        0,        0,        0, 7405.3457,        0,        0,        1,       36,     8278,     4501,    16363,     8680,        1,    28574,      771,      394,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   58, 0.0000000, 0.0000000, 0.6900007,   3.4200,  2.16576,        0,        0,  0.00373,        0,        0,        0,  7433.88,        0,        0,        2,       33,     8214,     4407,    16100,     8586,        2,    28046,      719,      399,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   59, 0.0000000, 0.0000000, 0.6950004,   3.3500,  2.11711,        0,        0,  0.00358,        0,        0,        0, 7668.4726,        0,        0,        1,       37,     8147,     4429,    16235,     8602,        1,    27892,      743,      397,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   60, 0.0000000, 0.0000000, 0.6999999,   3.2700,  2.06687,        0,        0,  0.00351,        0,        0,        0, 7807.9415,        0,        0,        1,       39,     7994,     4419,    16138,     8408,        1,    27685,      733,      422,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   61, 0.0000000, 0.0000001, 0.7050007,   3.2000,  2.02279,        0,        0,  0.00341,        0,        0,        0, 8155.0729,        0,        0,        1,       41,     8110,     4393,    16496,     8359,        1,    27433,      744,      401,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   62, 0.0000000, 0.0000001, 0.7099997,   3.1200,  1.97018,        0,        0,  0.00335,        0,        0,        0, 8199.2508,        0,        0,        3,       30,     7965,     4264,    16154,     8167,        3,    26846,      678,      394,        3,        3,        3,        3,        3,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   63, 0.0000000, 0.0000000, 0.7150000,   3.0500,  1.92498,        0,        0,  0.00323,        0,        0,        0, 8070.2137,        0,        0,        2,       47,     7506,     4069,    15535,     7962,        2,    25945,      687,      371,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   64, 0.0000000, 0.0000001, 0.7200000,   2.9700,  1.86921,        0,        0,  0.00314,        0,        0,        0, 8317.4175,        0,        0,        2,       37,     7666,     4227,    15547,     8210,        2,    26030,      680,      395,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   65, 0.0000000, 0.0000000, 0.7249998,   2.8900,  1.82119,        0,        0,   0.0031,        0,        0,        0, 8667.4098,        0,        0,        5,       31,     7558,     4119,    15785,     7890,        5,    26078,      653,      373,        5,        5,        5,        5,        5,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   66, 0.0000000, 0.0000001, 0.7299994,   2.8100,  1.76946,        0,        0,  0.00303,        0,        0,        0, 8947.9276,        0,        0,        2,       43,     7474,     3892,    15833,     7592,        2,    25424,      650,      341,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   67, 0.0000000, 0.0000001, 0.7350002,   2.7400,  1.72383,        0,        0,  0.00293,        0,        0,        0, 9740.5197,        0,        0,        2,       36,     7536,     3911,    16791,     7572,        2,    25292,      652,      351,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   68, 0.0000000, 0.0000000, 0.7399993,   2.6600,  1.67631,        0,        0,  0.00287,        0,        0,        0, 10528.482,        0,        0,        2,       36,     7524,     3977,    17649,     7597,        2,    25815,      676,      384,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   69, 0.0000000, 0.0000000, 0.7449996,   2.5800,  1.63023,        0,        0,   0.0028,        0,        0,        0, 11075.738,        0,        0,        1,       33,     7304,     3839,    18056,     7385,        1,    24209,      652,      333,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   70, 0.0000000, 0.0000000, 0.7499997,   2.5000,  1.57501,        0,        0,  0.00266,        0,        0,        0, 11580.879,        0,        0,        4,       30,     7248,     3715,    18240,     7230,        4,    23746,      611,      326,        4,        4,        4,        4,        4,        4,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   71, 0.0000000, 0.0000000, 0.7549995,   2.4200,  1.52169,        0,        0,  0.00261,        0,        0,        0, 11412.968,        0,        0,        2,       37,     6981,     3571,    17367,     6975,        2,    23081,      640,      356,        2,        2,        2,        2,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   72, 0.0000000, 0.0000001, 0.7600006,   2.3400,  1.46942,        0,        0,  0.00252,        0,        0,        0, 10650.461,        0,        0,        1,       34,     6608,     3511,    15650,     6822,        1,    22449,      594,      331,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   73, 0.0000000, 0.0000001, 0.7649999,   2.2600,   1.4153,        0,        0,  0.00241,        0,        0,        0, 10329.965,        0,        0,        4,       31,     6450,     3450,    14620,     6679,        4,    21739,      568,      310,        4,        4,        4,        4,        4,        4,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   74, 0.0000000, 0.0000000, 0.7700005,   2.1900,  1.37132,        0,        0,  0.00236,        0,        0,        0, 10320.713,        0,        0,        4,       24,     6189,     3444,    14153,     6527,        4,    21162,      537,      313,        4,        4,        4,        4,        4,        4,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   75, 0.0000000, 0.0000000, 0.7749993,   2.1100,  1.31623,        0,        0,  0.00224,        0,        0,        0, 11412.899,        0,        0,        6,       34,     6277,     3249,    15022,     6272,        6,    20725,      544,      275,        6,        6,        6,        6,        6,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
